text,label,emotion,cleaned_text,word_count,char_count,avg_word_length,capital_count,exclaim_count,question_count,negation_count
i know will be less welcomed by some who feel that we need to be ferocious and brave and show the wizarding community that we will continue our work to rid england of mudbloods and half breeds and whatnot,3,anger,know less welcomed feel need ferocious brave show wizarding community continue work rid england mudbloods half breeds whatnot,39,204,4.256410256410256,0,0,0,0
i feel like i deserve it i should be punished i did an awful thing,0,sadness,feel like deserve punished awful thing,15,66,3.466666666666667,0,0,0,0
i got a feeling that they were trying to create a nostalgic atmosphere but it didnt work for me,2,love,feeling trying create nostalgic atmosphere didnt work,19,95,4.052631578947368,0,0,0,0
i can t find anything to feel other than complacent,1,joy,find anything feel complacent,10,51,4.2,0,0,0,0
i hate feeling discontent but its what im feeling right now and im tired of hiding it,0,sadness,hate feeling discontent im feeling right im tired hiding,17,85,4.0588235294117645,0,0,0,0
i feel like i have to redeem myself even though i think they realized why i was distraught and were ok with it,4,fear,feel like redeem myself even though think realized why distraught ok,23,110,3.8260869565217392,0,0,0,0
i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,1,joy,feel though canadians coming complacent workings country because well weve fared recession,23,129,4.6521739130434785,0,0,0,0
i struggled with feeling like myself because myself liked bands and the s and david hockney and photography and collecting things and no body really understood those things because no body does understand you when you re,2,love,struggled feeling like myself because myself liked bands david hockney photography collecting things no body understood things because no body understand re,37,220,4.972972972972973,0,0,0,2
i was so scared that i would walk out from the saloon feeling regretful about cutting my hair because i always miss my old hair when i get a new haircut,0,sadness,scared walk saloon feeling regretful cutting hair because always miss old hair new haircut,31,152,3.935483870967742,0,0,0,0
i feel more peaceful even though i dont think its very visible yet ive been trying to give less importance to the things that usually bother me like problems of organisation at my school for instance and focus more on trying to be happy and content with small things,1,joy,feel peaceful even though dont think visible yet ive trying give less importance things usually bother like problems organisation school instance focus trying happy content small things,49,266,4.448979591836735,0,0,0,0
im feeling emotionally vulnerable right now and just want to throw up in peace so i can go back up and party hard,4,fear,im feeling emotionally vulnerable right want throw peace go back party hard,23,113,3.9565217391304346,0,0,0,0
i feel like i had this bitchy undertone the whole convo like kinda sarcastic,3,anger,feel like bitchy undertone whole convo like kinda sarcastic,14,76,4.5,0,0,0,0
i felt like the most petty and spoiled person on the planet to be feeling so rotten over my luxury problems,0,sadness,felt like petty spoiled person planet feeling rotten over luxury problems,21,107,4.142857142857143,0,0,0,0
i teared up already i felt so stressed out and i havent been telling anyone or showing much how i feel and how stressed out i am about school,0,sadness,teared already felt stressed havent telling anyone showing much feel stressed school,29,141,3.896551724137931,0,0,0,0
i can do this but after a romantic meal and a few glasses of wine i m tired and lethargic and the last thing i feel like is some vigorous humping action,1,joy,after romantic meal few glasses wine m tired lethargic last thing feel like vigorous humping action,32,152,3.78125,0,0,0,0
i feel guilty that we will do nothing special on thanksgiving,0,sadness,feel guilty nothing special thanksgiving,11,61,4.636363636363637,0,0,0,0
i ever get to feel what these needy feel if i stay away from them,0,sadness,ever feel needy feel stay away,15,65,3.4,0,0,0,0
i really hope im the only blogger they have treat this badly as i still feel super lousy about all and i wouldnt wish this crap on my worst enemy,1,joy,hope im only blogger treat badly still feel super lousy wouldnt wish crap worst enemy,30,145,3.8666666666666667,0,0,0,0
i still don t feel so hot i said as aj frowned,2,love,still don feel hot said aj frowned,12,46,2.9166666666666665,0,0,0,0
i wont bore you with the psychological signs of workplace burnout except to say that if youre feeling depressed or anxious helpless or hopeless congratulations,0,sadness,wont bore psychological signs workplace burnout except say youre feeling depressed anxious helpless hopeless congratulations,25,159,5.4,0,0,0,0
i feel like i m going to break at any second and become as mad and deranged a la helena bonham carter in sweeney todd,3,anger,feel like m going break any second become mad deranged la helena bonham carter sweeney todd,25,117,3.72,0,0,0,0
i feel more confident already a href http johnnykaje,1,joy,feel confident already href http johnnykaje,9,52,4.888888888888889,0,0,0,0
i had been really proud of myself but after how my husband had talked to me and talked about other girls i was really feeling disgusted about myself,3,anger,proud myself after husband talked talked girls feeling disgusted myself,28,148,4.321428571428571,0,0,0,0
i bought a pretty dress and a pair of pretty sandals and am looking forward to feeling pretty,1,joy,bought pretty dress pair pretty sandals looking forward feeling pretty,18,93,4.222222222222222,0,0,0,0
i was up to tackling some exercise in the backyard shed late in the morning and then had my breakfast the burden on my system was such that i began feeling lethargic and i scotched an intended shopping expedition for a second consecutive day,0,sadness,tackling exercise backyard shed late morning breakfast burden system such began feeling lethargic scotched intended shopping expedition second consecutive day,44,241,4.5,0,0,0,0
i almost didn t want to post these because i can sometimes feel intimidated by the amazingness of other mom bloggers who seem to have perfectly organized homes and entertained children,4,fear,almost didn want post because sometimes feel intimidated amazingness mom bloggers seem perfectly organized homes entertained children,31,184,4.967741935483871,0,0,0,0
i feel really petty complaining about panic attacks and such,3,anger,feel petty complaining panic attacks such,10,60,5.1,0,0,0,0
i feel like i am noticeably very inhibited in a lot of other things,0,sadness,feel like noticeably inhibited lot things,14,67,3.857142857142857,0,0,0,0
i felt so sick watching and feeling helpless,4,fear,felt sick watching feeling helpless,8,44,4.625,0,0,0,0
i do believe looking good feeling food being more productive and professional making more money,1,joy,believe looking good feeling food productive professional making money,15,95,5.4,0,0,0,0
i can feel like crap and be safe,1,joy,feel like crap safe,8,32,3.125,0,0,0,0
i would ideally like to be able to come to terms with it at one point and have acim happily integrated with all the abraham processes just so i can feel resolved,1,joy,ideally like able come terms one point acim happily integrated abraham processes feel resolved,32,161,4.0625,0,0,0,0
i feel like im in with the cool girls but that theyre just tolerating me because im paying them,1,joy,feel like im cool girls theyre tolerating because im paying,19,95,4.052631578947368,0,0,0,0
i have to admit i m feeling a little victimized,0,sadness,admit m feeling little victimized,10,47,3.8,0,0,0,0
im taking a year out now so for the first time in a good while i feel relaxed,1,joy,im taking year first time good while feel relaxed,18,77,3.3333333333333335,0,0,0,0
i love to add just a little milk and when i m feeling especially naughty a splash of caramel and vanilla syrup but shhh,2,love,love add little milk m feeling especially naughty splash caramel vanilla syrup shhh,24,119,4.0,0,0,0,0
i mean i know quite a few causes as to why i feel fucked in my head,3,anger,mean know quite few causes why feel fucked head,17,67,3.0,0,0,0,0
